y1,x1_NEWUOA,x1_BOBYQA,x1_LINCOA,x1_COBYLA,y2,x2_NEWUOA,x2_BOBYQA,x2_LINCOA,x2_COBYLA,y3,x3_NEWUOA,x3_BOBYQA,x3_LINCOA,x3_COBYLA,y4,x4_NEWUOA,x4_BOBYQA,x4_LINCOA,x4_COBYLA,y5,x5_NEWUOA,x5_BOBYQA,x5_LINCOA,x5_COBYLA,y6,x6_NEWUOA,x6_BOBYQA,x6_LINCOA,x6_COBYLA,y7,x7_NEWUOA,x7_BOBYQA,x7_LINCOA,x7_COBYLA,y8,x8_NEWUOA,x8_BOBYQA,x8_LINCOA,x8_COBYLA,y9,x9_NEWUOA,x9_BOBYQA,x9_LINCOA,x9_COBYLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.5,0.5,0.5,0.5
0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.5,0.5,0.5,0.5
0.006369426751592357,0.5,0.5,0.5,0.45454545454545453,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.5,0.006369426751592357,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.8235294117647058
0.012738853503184714,0.5,0.5,0.5,0.45454545454545453,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.8235294117647058
0.012738853503184714,0.5,0.5,0.5,0.5,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,1.0,1.0,1.0,0.8235294117647058,0.012738853503184714,1.0,1.0,1.0,0.8235294117647058,0.012738853503184714,2.0,2.0,2.0,1.0
0.019108280254777073,0.5,0.5,0.5,0.5,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,1.0,1.0,1.0,0.8235294117647058,0.019108280254777073,1.0,1.0,1.0,0.8235294117647058,0.019108280254777073,2.0,2.0,2.0,1.0
0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.019108280254777073,0.75,0.75,0.75,0.6862745098039216,0.019108280254777073,1.0,1.0,1.0,0.7647058823529411,0.019108280254777073,1.0,1.0,1.0,0.7843137254901961,0.019108280254777073,1.0,1.0,1.0,0.803921568627451,0.019108280254777073,1.0,1.0,1.0,0.8235294117647058,0.019108280254777073,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.019108280254777073,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.019108280254777073,2.0588235294117645,2.0588235294117645,2.1176470588235294,1.3333333333333333
0.025477707006369428,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.025477707006369428,0.75,0.75,0.75,0.6862745098039216,0.025477707006369428,1.0,1.0,1.0,0.7647058823529411,0.025477707006369428,1.0,1.0,1.0,0.7843137254901961,0.025477707006369428,1.0,1.0,1.0,0.803921568627451,0.025477707006369428,1.0,1.0,1.0,0.8235294117647058,0.025477707006369428,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.025477707006369428,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.025477707006369428,2.0588235294117645,2.0588235294117645,2.1176470588235294,1.3333333333333333
0.025477707006369428,0.75,0.75,0.75,0.5490196078431373,0.025477707006369428,1.0,1.0,1.0,0.75,0.025477707006369428,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.025477707006369428,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.025477707006369428,2.0,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,2.0,1.0,0.025477707006369428,2.0980392156862746,2.2941176470588234,2.450980392156863,1.6666666666666667
